week,Subgroup,prod_u_lag1,prod_u_lag2,prod_u_lag3,prod_u_lag4,prod_u_lag5,prod_u_lag6,prod_u_lag7,prod_u_lag8,prod_u_lag9,prod_u_lag10,prod_u_lag11,prod_u_lag12,prod_u_lag13,prod_u_lag14,prod_u_lag15,prod_u_lag16,fi_u_lag1,fi_u_lag2,fi_u_lag3,fi_u_lag4,fi_u_lag5,fi_u_lag6,fi_u_lag7,fi_u_lag8,fi_u_lag9,fi_u_lag10,fi_u_lag11,fi_u_lag12,fi_u_lag13,fi_u_lag14,fi_u_lag15,fi_u_lag16,dtd_u_lag1,dtd_u_lag2,dtd_u_lag3,dtd_u_lag4,dtd_u_lag5,dtd_u_lag6,dtd_u_lag7,dtd_u_lag8,dtd_u_lag9,dtd_u_lag10,dtd_u_lag11,dtd_u_lag12,dtd_u_lag13,dtd_u_lag14,dtd_u_lag15,dtd_u_lag16,so_u_lag1,so_u_lag2,so_u_lag3,so_u_lag4,so_u_lag5,so_u_lag6,so_u_lag7,so_u_lag8,so_u_lag9,so_u_lag10,so_u_lag11,so_u_lag12,so_u_lag13,so_u_lag14,so_u_lag15,so_u_lag16,prod_w_lag1,prod_w_lag2,prod_w_lag3,prod_w_lag4,prod_w_lag5,prod_w_lag6,prod_w_lag7,prod_w_lag8,prod_w_lag9,prod_w_lag10,prod_w_lag11,prod_w_lag12,prod_w_lag13,prod_w_lag14,prod_w_lag15,prod_w_lag16,fi_w_lag1,fi_w_lag2,fi_w_lag3,fi_w_lag4,fi_w_lag5,fi_w_lag6,fi_w_lag7,fi_w_lag8,fi_w_lag9,fi_w_lag10,fi_w_lag11,fi_w_lag12,fi_w_lag13,fi_w_lag14,fi_w_lag15,fi_w_lag16,dtd_w_lag1,dtd_w_lag2,dtd_w_lag3,dtd_w_lag4,dtd_w_lag5,dtd_w_lag6,dtd_w_lag7,dtd_w_lag8,dtd_w_lag9,dtd_w_lag10,dtd_w_lag11,dtd_w_lag12,dtd_w_lag13,dtd_w_lag14,dtd_w_lag15,dtd_w_lag16,so_w_lag1,so_w_lag2,so_w_lag3,so_w_lag4,so_w_lag5,so_w_lag6,so_w_lag7,so_w_lag8,so_w_lag9,so_w_lag10,so_w_lag11,so_w_lag12,so_w_lag13,so_w_lag14,so_w_lag15,so_w_lag16,sin_weekofyear,cos_weekofyear,mpu_est_tons_per_unit,y_dtd_u,y_dtd_w,split
2023-04-18,AT,7500.0,7200.0,0.0,1200.0,1300.0,2125.0,0.0,6000.0,11000.0,5000.0,7400.0,5200.0,10000.0,11200.0,11500.0,3000.0,8841.0,5660.0,810.0,1430.0,1830.0,2723.0,4632.0,5198.0,7339.0,7918.0,4460.0,6290.0,8925.0,11761.0,13576.0,2690.0,8371.8,5563.96,1066.0,1630.0,2630.4,3439.8,4940.8,5787.0,8064.0,7323.0,4331.4,5937.0,9368.0,11084.0,12931.34,3024.0,10747.0,4392.4,4526.2,1116.0,979.4,2846.8,6017.8,4589.0,8532.0,8281.0,4980.4,5350.0,7688.0,11160.6,12354.8,3712.0,187.5,180.0,0.0,30.0,32.5,53.125,0.0,150.0,275.0,125.0,185.0,130.0,250.0,280.0,287.5,75.0,221.025,141.5,20.25,35.75,45.75,68.075,115.8,129.95,183.475,197.95,111.5,157.25,223.125,294.025,339.4,67.25,209.295,139.099,26.65,40.75,65.76,85.995,123.52,144.675,201.6,183.075,108.285,148.425,234.2,277.1,323.2835,75.6,268.675,109.81,113.155,27.9,24.485,71.17,150.445,114.725,213.3,207.025,124.51,133.75,192.2,279.015,308.87,92.8,0.9350162426854148,-0.35460488704253545,0.0249999999999999,8752.2,218.805,train
2023-04-18,ATN,27300.0,17300.0,7007.0,12027.0,10895.0,13584.0,12532.0,29445.0,37000.0,18800.0,24300.0,21688.0,31000.0,40450.0,24905.0,8200.0,25161.0,16224.0,11672.666,8423.0,11284.0,13841.958,24799.166,32453.162,28579.0,22248.0,23195.0,24482.0,28854.0,39308.0,30809.0,6545.0,22549.25,15867.917,11750.218333333334,11300.499,12105.093,17126.001,24667.32633333333,30392.774666666668,30419.024,20243.16,23410.838,25007.0,29836.25,38459.417,32727.874,6059.08,29552.118,17256.998,10325.175333333333,9657.419,13524.415,14424.334,24550.295666666665,21802.54433333333,37700.12633333333,23157.66,22073.338,24601.5,27715.959,38345.458,36380.291,12629.0,655.2,415.2,168.168,288.648,261.48,326.016,300.768,706.68,888.0,451.2,583.2,520.512,744.0,970.8,597.72,196.8,603.8639999999999,389.376,280.143984,202.152,270.81600000000003,332.206992,595.179984,778.875888,685.896,533.952,556.68,587.568,692.496,943.392,739.4159999999999,157.07999999999998,541.182,380.830008,282.00524,271.211976,290.522232,411.024024,592.015832,729.426592,730.056576,485.83584,561.860112,600.168,716.07,923.026008,785.468976,145.41792,709.250832,414.167952,247.804208,231.778056,324.58596,346.184016,589.207096,523.261064,904.803032,555.7838399999999,529.760112,590.436,665.183016,920.290992,873.126984,303.096,0.9350162426854148,-0.35460488704253545,0.024,27163.25,651.918,train
2023-04-18,ATPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744,0.0,0.0,0.0,0.0,0.0,0.9350162426854148,-0.35460488704253545,,0.0,0.0,train
2023-04-18,ATPPCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.9350162426854148,-0.35460488704253545,,0.0,0.0,train
2023-04-18,ATWWP,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,3245.0,0.0,2.0,0.0,0.0,2856.0,0.0,0.0,0.0,40.0,412.0,279.0,369.0,215.0,218.0,286.0,1629.0,158.0,127.0,307.0,469.0,1774.0,0.0,0.0,0.0,66.389,331.82,281.083,591.97,566.24,499.0,777.625,107.0,340.88800000000003,416.0,517.042,1105.5,349.166,0.0,44.0,13.833666666666666,54.38933333333333,103.41666666666669,470.2483333333333,478.0,855.21,435.0,668.625,298.0,232.5,544.0,485.042,668.875,394.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744,0.0,0.0,77.88,0.0,0.048,0.0,0.0,68.544,0.0,0.0,0.0,0.96,9.888,6.696,8.856,5.16,5.231999999999999,6.864,39.096,3.792,3.048,7.368,11.256,42.576,0.0,0.0,0.0,1.593336,7.96368,6.745992,14.20728,13.58976,11.976,18.663,2.568,8.181312,9.984,12.409008,26.532,8.379984,0.0,1.056,0.332008,1.3053439999999998,2.482,11.28596,11.472,20.52504,10.44,16.047,7.152,5.58,13.056,11.641008,16.053,9.456,4.656,0.9350162426854148,-0.35460488704253545,0.024,0.0,0.0,train
2023-04-18,EEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6210416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9350162426854148,-0.35460488704253545,0.0048,0.0,0.0,train
2023-04-18,MAC,0.0,0.0,0.0,70.0,0.0,25.0,10.0,0.0,80.0,0.0,43.0,150.0,25.0,33.0,4.0,25.0,0.0,0.0,0.0,70.0,0.0,25.0,10.0,0.0,80.0,0.0,43.0,150.0,38.0,20.0,29.0,0.0,0.0,0.0,0.0,70.0,25.0,10.0,0.0,30.0,50.0,35.0,158.0,0.0,38.0,24.0,25.0,0.0,10.0,0.0,20.0,0.0,0.0,70.0,25.0,0.0,60.0,30.0,51.0,58.0,90.0,0.0,37.0,0.0,0.0,0.0,0.0,1.68,0.0,0.6,0.24,0.0,1.92,0.0,1.032,3.6,0.6,0.792,0.096,0.6,0.0,0.0,0.0,1.68,0.0,0.6,0.24,0.0,1.92,0.0,1.032,3.6,0.912,0.48,0.696,0.0,0.0,0.0,0.0,1.68,0.6,0.24,0.0,0.72,1.2,0.84,3.792,0.0,0.912,0.576,0.6,0.0,0.24,0.0,0.48,0.0,0.0,1.68,0.6,0.0,1.44,0.72,1.224,1.392,2.16,0.0,0.888,0.0,0.9350162426854148,-0.35460488704253545,0.024,0.0,0.0,train
2023-04-18,MAHS,10.0,339.0,37.0,260.0,906.0,200.0,65.0,98.0,163.0,220.0,58.0,270.0,185.0,418.0,56.0,48.0,33.0,305.0,60.0,250.0,902.0,190.0,68.0,145.0,164.0,213.0,28.0,143.0,299.0,267.0,61.0,43.0,33.0,310.0,55.0,250.0,466.0,197.0,23.0,171.0,161.0,172.0,70.0,165.0,237.0,266.0,97.0,0.0,0.0,496.0,15.0,285.0,410.0,137.0,104.0,61.0,228.0,228.0,50.0,43.0,185.0,264.0,279.0,25.0,0.25,8.475,0.925,6.5,22.65,5.0,1.625,2.45,4.075,5.5,1.45,6.75,4.625,10.45,1.4,1.2,0.825,7.625,1.5,6.25,22.55,4.75,1.7,3.625,4.1,5.325,0.7,3.575,7.475,6.675000000000001,1.525,1.075,0.8250000000000001,7.75,1.375,6.25,11.65,4.925,0.575,4.275,4.025,4.3,1.75,4.125,5.925,6.65,2.425,0.0,0.0,12.4,0.375,7.125,10.25,3.425,2.6,1.525,5.699999999999999,5.7,1.25,1.0750000000000002,4.625,6.6,6.975,0.625,0.9350162426854148,-0.35460488704253545,0.025,205.0,5.125,train
2023-04-18,MAP,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.9350162426854148,-0.35460488704253545,0.024,0.0,0.0,train
2023-04-18,MAPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.9350162426854148,-0.35460488704253545,,0.0,0.0,train
